日期,證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1150402","00651R","復華香港反1","649979","3519564","5.38","5.45","5.38","5.45","0.1000","49"
"1150402","00652","富邦印度","682326","21610284","32.29","32.63","31.44","31.52","-0.6600","564"
"1150402","00653L","富邦印度正2","918614","38058270","43.10","43.10","40.81","40.95","-2.1500","446"
"1150402","00654R","富邦印度反1","175385","1287088","7.19","7.39","7.19","7.39","0.2200","51"
"1150402","00655L","國泰中國A50正2","968179","31185168","32.51","32.51","31.85","31.93","-0.6300","203"
"1150402","00656R","國泰中國A50反1","517010","3246823","6.28","6.28","6.28","6.28","0.0400","6"
"1150402","00657","國泰日經225","261372","16377222","63.25","63.25","62.10","62.10","-1.2500","109"
"1150402","00657K","國泰日經225+U","200","3908","19.54","19.54","19.54","19.54","-0.2500","2"
"1150402","00660","元大歐洲50","6229","255919","41.41","41.41","40.70","40.70","-0.7100","83"
"1150402","00661","元大日經225","56139","3853792","69.95","70.10","68.00","68.10","-1.2000","245"
"1150402","00662","富邦NASDAQ","5346997","522681515","98.80","98.80","97.15","97.15","-0.8500","3663"
"1150402","00663L","國泰臺灣加權正2","19871027","1165098485","61.00","61.15","57.25","57.30","-2.8500","8133"
"1150402","00664R","國泰臺灣加權反1","26231879","60969247","2.28","2.35","2.27","2.35","0.0600","1081"
"1150402","00665L","富邦恒生國企正2","20928821","196863148","9.64","9.64","9.27","9.31","-0.2800","1738"
"1150402","00666R","富邦恒生國企反1","347020","3236377","9.32","9.40","9.29","9.40","0.1600","19"
"1150402","00668","國泰美國道瓊","23879","1290782","54.25","54.25","53.70","53.85","-0.3000","103"
"1150402","00668K","國泰美國道瓊+U","200","3400","17.00","17.00","17.00","17.00","0.0800","2"
"1150402","00669R","國泰美國道瓊反1","3462771","20762823","5.93","6.02","5.93","6.01","0.0700","171"
"1150402","00670L","富邦NASDAQ正2","2096421","290301128","140.80","141.00","136.30","136.65","-2.6000","1915"
"1150402","00671R","富邦NASDAQ反1","8719979","26618960","3.02","3.07","3.00","3.07","0.0500","459"
"1150402","00673R","期元大S&P原油反1","43196596","709169619","17.20","17.31","15.85","16.20","-0.8100","11956"
"1150402","00674R","期元大S&P黃金反1","876244","4600866","5.17","5.31","5.17","5.30","0.0200","73"
"1150402","00675L","富邦臺灣加權正2","5015318","891830302","185.20","185.45","173.65","173.75","-8.7500","4563"
"1150402","00676R","富邦臺灣加權反1","5540557","43677486","7.74","7.97","7.72","7.95","0.1500","754"
"1150402","00678","群益那斯達克生技","238117","8485481","36.01","36.01","35.57","35.65","-0.2900","116"
"1150402","00680L","元大美債20正2","19613079","137853413","7.11","7.11","6.99","7.00","-0.1500","1093"
"1150402","00681R","元大美債20反1","51000","1073110","21.04","21.11","21.04","21.11","0.2000","2"
"1150402","00682U","期元大美元指數","15008","308472","20.43","20.60","20.43","20.55","0.1100","13"
"1150402","00683L","期元大美元指正2","371688","8009766","21.41","21.65","21.41","21.65","0.1500","58"
"1150402","00684R","期元大美元指反1","51000","778760","15.27","15.27","15.26","15.26","0.0000","2"
"1150402","00685L","群益臺灣加權正2","2113056","339428335","166.55","166.85","156.40","156.60","-7.6000","1988"
"1150402","00686R","群益臺灣加權反1","9280700","13152605","1.39","1.43","1.38","1.43","0.0300","207"
"1150402","00688L","國泰20年美債正2","9191053","64568936","7.10","7.10","6.98","6.99","-0.1400","534"
"1150402","00689R","國泰20年美債反1","2000","44180","22.09","22.09","22.09","22.09","0.2500","2"
"1150402","00690","兆豐藍籌30","224121","11504463","52.40","52.45","50.90","51.00","-1.0000","406"
"1150402","00692","富邦公司治理","1315392","86488607","66.75","66.90","65.10","65.25","-1.3000","1452"
"1150402","00693U","期街口S&P黃豆","1106607","24478227","21.99","22.17","21.98","22.17","0.0700","263"
"1150402","00700","富邦恒生國企","66252","1144117","17.40","17.40","17.18","17.20","-0.2000","155"
"1150402","00701","國泰股利精選30","1057403","30483356","28.90","29.10","28.65","28.73","-0.1600","493"
"1150402","00702","國泰標普低波高息","105769","2510187","23.75","23.75","23.73","23.75","0.0000","71"
"1150402","00703","台新MSCI中國","20440","408728","20.30","20.30","19.94","20.20","-0.0200","67"
"1150402","00706L","期元大S&P日圓正2","1214468","23677087","19.60","19.61","19.45","19.48","-0.1100","306"
"1150402","00707R","期元大S&P日圓反1","4000","127790","31.89","32.06","31.89","32.06","0.0000","3"
"1150402","00708L","期元大S&P黃金正2","11687699","1161628854","102.45","102.45","97.30","98.10","-0.4500","4821"
"1150402","00709","富邦歐洲","156958","5722983","37.00","37.00","36.32","36.37","-0.4800","194"
"1150402","00710B","復華彭博非投等債","152919","2891760","18.91","18.93","18.88","18.90","0.0300","34"
"1150402","00711B","復華彭博新興債","163574","2609752","16.03","16.03","15.92","15.94","-0.0500","91"
"1150402","00712","復華富時不動產","15338479","132415108","8.71","8.71","8.60","8.61","-0.1000","4891"
"1150402","00713","元大台灣高息低波","5413054","278895150","51.75","51.85","51.30","51.35","-0.1500","4259"
"1150402","00714","群益道瓊美國地產","114115","2320599","20.31","20.35","20.31","20.34","0.0600","25"
"1150402","00715L","期街口布蘭特正2","53837153","3211229242","53.80","63.00","53.70","61.70","2.8000","13650"
"1150402","00717","富邦美國特別股","37232","554330","14.85","14.94","14.85","14.86","0.0300","151"
"1150402","00728","第一金工業30","341337","14848527","44.73","44.73","42.70","42.99","-1.2000","298"
"1150402","00730","富邦臺灣優質高息","265022","5931872","22.37","22.59","22.15","22.20","-0.1600","302"
"1150402","00731","復華富時高息低波","608926","42984922","71.00","71.10","70.50","70.75","0.1500","208"
"1150402","00733","富邦臺灣中小","840168","47628343","56.75","57.60","55.00","55.05","-0.8000","966"
"1150402","00735","國泰臺韓科技","1796373","117348745","67.00","67.25","64.30","64.35","-2.1500","1547"
"1150402","00736","國泰新興市場","192258","5281204","28.12","28.12","27.26","27.26","-0.5900","106"
"1150402","00737","國泰AI機器人","61354","1973921","32.79","32.79","31.95","32.00","-0.3500","131"
"1150402","00738U","期元大道瓊白銀","11424602","678977083","61.55","61.55","58.40","58.55","-2.3000","4900"
"1150402","00739","元大MSCI A股","48368","1290006","26.79","26.79","26.58","26.68","-0.0600","106"
"1150402","00752","中信中國50","988681","23478852","23.97","23.98","23.61","23.64","-0.3300","538"
"1150402","00753L","中信中國50正2","11644545","117811175","10.29","10.33","10.00","10.03","-0.3100","1655"
"1150402","00757","統一FANG+","1594415","167006018","106.00","106.10","104.15","104.15","-0.9500","3897"
"1150402","00762","元大全球AI","233059","18703377","80.85","81.55","79.60","79.70","-0.1000","417"
"1150402","00763U","期街口道瓊銅","2128995","64461273","30.61","30.61","30.15","30.21","-0.4500","398"
"1150402","00770","國泰北美科技","398837","19916535","50.40","50.50","49.66","49.70","-0.2500","558"
"1150402","00771","元大US高息特別股","8204","130595","15.92","16.01","15.92","16.01","0.0900","60"
"1150402","00775B","新光投等債15+","81041","2633547","32.50","32.50","32.50","32.50","-0.1500","81"
"1150402","00783","富邦中証500","52087","1420271","27.38","27.38","27.10","27.10","-0.3900","130"
"1150402","00830","國泰費城半導體","10393680","564251193","55.25","55.30","53.75","53.80","-0.3000","6202"
"1150402","00850","元大臺灣ESG永續","898985","55813288","62.50","63.30","61.35","61.55","-0.9500","1171"
"1150402","00851","台新全球AI","6742","362747","54.00","54.00","53.60","53.60","-0.7500","72"
"1150402","00852L","國泰美國道瓊正2","1261519","35119998","28.18","28.28","27.57","27.60","-0.4500","140"
"1150402","00861","元大全球未來通訊","307559","19619165","64.40","64.40","63.00","63.30","-0.5500","2754"
"1150402","00865B","國泰US短期公債","1679894","81395591","48.40","48.52","48.38","48.49","0.1400","620"
"1150402","00875","國泰網路資安","44321","1688866","38.51","38.51","37.98","38.01","0.0800","126"
"1150402","00876","元大全球5G","319901","19724881","62.95","63.05","61.35","61.35","-0.4000","2726"
"1150402","00878","國泰永續高股息","49885438","1102725500","22.43","22.48","21.96","22.03","-0.2700","30540"
"1150402","00881","國泰台灣科技龍頭","13246263","483914306","37.16","37.31","35.99","36.08","-0.7800","7454"
"1150402","00882","中信中國高股息","4284254","66617205","15.53","15.61","15.48","15.49","-0.0400","1245"
"1150402","00885","富邦越南","2635208","46093795","17.61","17.65","17.37","17.50","-0.0700","879"
"1150402","00891","中信關鍵半導體","10471863","249493588","24.24","24.39","23.51","23.56","-0.4800","5447"
"1150402","00892","富邦台灣半導體","3227630","93247611","29.69","29.72","28.55","28.58","-0.6400","1438"
"1150402","00893","國泰智能電動車","1341596","44706886","33.70","33.70","32.96","32.99","-0.2400","447"
"1150402","00894","中信小資高價30","2912551","98123937","34.25","34.52","33.08","33.13","-0.9100","1581"
"1150402","00895","富邦未來車","482355","18939434","40.00","40.00","38.95","38.96","-0.3800","385"
"1150402","00896","中信綠能及電動車","2011589","41777887","20.98","21.19","20.44","20.50","-0.4500","1076"
"1150402","00897","富邦基因免疫生技","388803","3783102","9.76","9.83","9.67","9.67","-0.0400","106"
"1150402","00898","國泰基因免疫革命","281246","2293986","8.15","8.23","8.10","8.11","-0.0200","244"
"1150402","00899","FT潔淨能源","286282","6778628","23.71","23.73","23.47","23.47","-0.2200","1659"
"1150402","00900","富邦特選高股息30","7873367","108913186","13.97","14.00","13.74","13.76","-0.1400","2782"
"1150402","00901","永豐智能車供應鏈","562976","16467141","29.88","29.88","28.75","28.78","-0.6600","213"
"1150402","00902","中信電池及儲能","1414174","19960593","14.33","14.36","14.03","14.06","-0.1800","488"
"1150402","00903","富邦元宇宙","653461","10054056","15.53","15.60","15.33","15.33","-0.0800","163"
"1150402","00904","新光臺灣半導體30","4530616","127146933","28.60","28.70","27.57","27.70","-0.5400","2125"
"1150402","00905","FT臺灣Smart","3030688","59031569","19.85","19.92","19.28","19.36","-0.3000","1725"
"1150402","00907","永豐優息存股","683864","10032125","14.77","14.77","14.59","14.63","-0.1200","498"
"1150402","00908","富邦入息REITs+","146069","1961861","13.50","13.51","13.36","13.37","-0.0500","86"
"1150402","00909","國泰數位支付服務","6366143","230273926","36.93","36.93","35.87","35.99","-0.6700","4017"
"1150402","00910","第一金太空衛星","2804895","165187982","59.80","60.20","58.15","58.20","0.7500","4816"
"1150402","00911","兆豐洲際半導體","364988","13200828","36.20","36.52","36.00","36.00","0.1800","2369"
"1150402","00912","中信臺灣智慧50","1487829","36301576","24.54","24.80","24.10","24.12","-0.4200","726"
"1150402","00913","兆豐台灣晶圓製造","501991","14663853","29.85","29.87","28.70","28.71","-0.7600","307"
"1150402","00915","凱基優選高股息30","3865852","89598869","23.41","23.47","23.01","23.05","-0.2200","844"
"1150402","00916","國泰全球品牌50","94299","2351980","25.08","25.10","24.80","24.81","-0.2300","275"
"1150402","00917","中信特選金融","2058880","42345814","20.52","20.65","20.48","20.50","-0.0100","506"
"1150402","00918","大華優利高填息30","18362732","402773826","22.16","22.22","21.83","21.86","-0.1900","9529"
"1150402","00919","群益台灣精選高息","79548861","1780538441","22.67","22.69","22.24","22.30","-0.2000","39368"
"1150402","00920","富邦ESG綠色電力","640479","13781312","21.73","21.83","21.37","21.39","-0.3000","1604"
"1150402","00921","兆豐龍頭等權重","100630","1856452","18.54","18.60","18.22","18.24","-0.2700","217"
"1150402","00922","國泰台灣領袖50","14481866","400250045","28.17","28.22","27.36","27.43","-0.5400","10143"
"1150402","00923","群益台ESG低碳50","2610439","74382820","28.95","29.05","28.17","28.21","-0.5400","2341"
"1150402","00924","復華S&P500成長","1828663","49784373","27.54","27.54","27.07","27.08","-0.1800","2244"
"1150402","00926","凱基全球菁英55","274573","6172070","22.83","22.83","22.43","22.43","-0.2300","318"
"1150402","00927","群益半導體收益","39362075","944037074","24.58","24.61","23.73","23.75","-0.4500","16575"
"1150402","00929","復華台灣科技優息","31694918","598018234","19.14","19.21","18.69","18.73","-0.2700","11419"
"1150402","00930","永豐ESG低碳高息","531977","9037921","17.20","17.23","16.83","16.89","-0.2100","326"
"1150402","00932","兆豐永續高息等權","603273","8793123","14.68","14.81","14.48","14.50","-0.1000","209"
"1150402","00934","中信成長高股息","10063296","207294377","20.95","21.03","20.46","20.53","-0.3800","1345"
"1150402","00935","野村臺灣新科技50","7828326","290903657","37.86","38.09","36.54","36.54","-0.9200","4045"
"1150402","00936","台新永續高息中小","1144604","19939317","17.61","17.69","17.29","17.30","-0.2000","330"
"1150402","00938","凱基優選30","958351","17896496","18.71","18.77","18.45","18.46","-0.1800","200"
"1150402","00939","統一台灣高息動能","7069719","108171668","15.52","15.62","15.19","15.20","-0.2400","1236"
"1150402","00940","元大台灣價值高息","15745992","150345641","9.62","9.65","9.49","9.49","-0.0900","3316"
"1150402","00941","中信上游半導體","3117980","67720438","22.02","22.05","21.58","21.58","-0.1900","2954"
"1150402","00943","兆豐電子高息等權","550351","8343821","15.16","15.32","15.00","15.01","-0.0500","92"
"1150402","00944","野村趨勢動能高息","353248","5337451","15.30","15.33","15.08","15.08","-0.1100","185"
"1150402","00945B","凱基美國非投等債","4082760","59368640","14.56","14.56","14.52","14.53","0.0000","534"
"1150402","00946","群益科技高息成長","4755482","47329630","10.10","10.14","9.88","9.91","0.0000","1622"
"1150402","00947","台新臺灣IC設計","4043320","93222996","23.60","23.70","22.52","22.73","-0.3800","1724"
"1150402","00949","復華日本龍頭","1194774","23474260","19.83","19.84","19.35","19.36","-0.1800","410"
"1150402","00951","台新日本半導體","2373452","31237501","13.35","13.50","12.88","12.97","-0.2000","848"
"1150402","00952","凱基台灣AI50","1693241","21762278","12.92","13.01","12.61","12.63","-0.2000","495"
"1150402","00953B","群益優選非投等債","19382995","186925328","9.66","9.66","9.63","9.64","0.0000","3378"
"1150402","00954","中信日本半導體","3063409","42854010","14.31","14.38","13.74","13.79","-0.2500","811"
"1150402","00956","中信日經高股息","231729","2903366","12.62","12.66","12.40","12.41","-0.1200","260"
"1150402","00960","野村全球航運龍頭","557132","9795744","17.68","17.70","17.56","17.58","0.0300","293"
"1150402","00961","FT臺灣永續高息","3197092","31585708","9.95","10.01","9.80","9.80","-0.1300","940"
"1150402","00962","台新AI優息動能","657687","7000020","10.86","10.86","10.52","10.54","-0.1700","201"
"1150402","00963","中信全球高股息","1429515","17823252","12.57","12.57","12.42","12.43","-0.0300","248"
"1150402","00964","中信亞太高股息","2358054","31358870","13.50","13.50","13.22","13.23","-0.2000","636"
"1150402","00965","元大航太防衛科技","3323393","82273429","25.18","25.20","24.52","24.55","0.2400","1527"
"1150402","00971","野村美國研發龍頭","808028","11911711","14.78","14.83","14.62","14.63","-0.0900","272"
"1150402","00972","野村日本動能高息","115745","2234537","19.30","19.45","19.12","19.12","-0.1000","26"
"1150402","009800","中信NASDAQ","3378782","35729341","10.68","10.70","10.52","10.52","-0.0900","744"
"1150402","009801","中信美國創新科技","717424","7279385","10.23","10.26","10.09","10.09","-0.1300","425"
"1150402","009802","富邦旗艦50","3557459","44174262","12.59","12.62","12.22","12.24","-0.1700","604"
"1150402","009803","保德信市值動能50","2249283","34208726","15.52","15.64","15.06","15.07","-0.3900","764"
"1150402","009804","聯邦台精彩50","2000023","33151231","16.85","16.86","16.38","16.40","-0.2700","783"
"1150402","009805","新光美國電力基建","7603881","113296801","15.01","15.05","14.83","14.83","-0.0500","3994"
"1150402","009808","華南永昌優選50","636161","13840387","22.06","22.26","21.57","21.59","-0.4300","122"
"1150402","009809","富邦淨零ESG50","483732","5880599","12.37","12.40","12.06","12.08","-0.2200","87"
"1150402","00980A","主動野村臺灣優選","11694443","203640316","17.74","17.80","17.14","17.17","-0.4000","3530"
"1150402","009810","保德信全球藍籌","53884","966762","18.11","18.11","17.88","17.89","-0.0900","56"
"1150402","009811","統一美國50","2747551","30194930","11.09","11.09","10.92","10.93","-0.0900","924"
"1150402","009812","野村日本東證","1867698","21535845","11.66","11.69","11.38","11.39","-0.1400","280"
"1150402","009813","貝萊德標普卓越50","2253260","22217107","9.96","9.97","9.82","9.82","-0.0900","1270"
"1150402","009816","凱基台灣TOP50","152167198","1608756002","10.75","10.77","10.46","10.49","-0.1700","36011"
"1150402","009817","國泰日本不動產","3988204","37640528","9.51","9.54","9.32","9.33","-0.0400","350"
"1150402","009818","華南永昌NASDAQxT","537251","7910424","14.86","14.87","14.60","14.61","-0.0400","141"
"1150402","00981A","主動統一台股增長","254627021","5231811285","20.95","21.09","20.16","20.22","-0.4400","72826"
"1150402","00981T","平衡凱基雙核收息","3260530","35931006","11.06","11.06","10.98","10.98","-0.0500","289"
"1150402","00982A","主動群益台灣強棒","38003871","621644476","16.69","16.75","16.09","16.13","-0.3100","10146"
"1150402","00982D","主動富邦動態入息","2865119","28764599","10.04","10.05","10.03","10.04","-0.0300","154"
"1150402","00982T","平衡兆豐台美動能","2219840","23954533","10.95","11.04","10.70","10.72","-0.2100","66"
"1150402","00983A","主動中信ARK創新","2468303","25510858","10.44","10.51","10.23","10.25","-0.1500","653"
"1150402","00983D","主動富邦複合收益","1266815","12943843","10.23","10.24","10.20","10.20","-0.0300","221"
"1150402","00984A","主動安聯台灣高息","8977727","112019974","12.66","12.67","12.38","12.38","-0.1100","2210"
"1150402","00984D","主動聯博全球非投","3098139","30921895","9.96","10.00","9.96","9.97","0.0200","105"
"1150402","00985A","主動野村台灣50","6043864","97270906","16.32","16.36","15.88","15.91","-0.2900","2387"
"1150402","00985B","群益ESG投等債0-5","8606640","88660708","10.33","10.33","10.28","10.29","0.0000","1995"
"1150402","00986A","主動台新龍頭成長","615548","7239919","11.86","11.89","11.70","11.70","0.1400","270"
"1150402","00987A","主動台新優勢成長","9385375","116337304","12.68","12.71","12.11","12.13","-0.2700","1851"
"1150402","00988A","主動統一全球創新","32548813","408889095","12.86","12.90","12.33","12.45","0.0100","5652"
"1150402","00989A","主動摩根美國科技","1371987","18675960","13.74","13.80","13.47","13.47","-0.1800","326"
"1150402","00990A","主動元大AI新經濟","33895656","406033007","12.18","12.24","11.80","11.86","0.0500","4396"
"1150402","00991A","主動復華未來50","73468199","922200327","12.84","12.89","12.26","12.30","-0.2400","15401"
"1150402","00992A","主動群益科技創新","82785102","1093203746","13.45","13.53","12.93","12.95","-0.2700","15331"
"1150402","00993A","主動安聯台灣","29791886","313354067","10.58","10.68","10.30","10.32","-0.1300","3496"
"1150402","00994A","主動第一金台股優","7660944","95340710","12.66","12.72","12.13","12.17","-0.2600","1218"
"1150402","00995A","主動中信台灣卓越","10628646","127551666","12.02","12.23","11.70","11.72","-0.2400","1896"
"1150402","00996A","主動兆豐台灣豐收","25342806","249509961","9.97","10.06","9.70","9.72","-0.1900","5129"
"1150402","01001T","土銀富邦R1","46000","549670","11.92","11.95","11.92","11.95","-0.0200","10"
"1150402","01002T","土銀國泰R1","2402","34637","14.20","14.20","14.20","14.20","0.0000","7"
"1150402","01004T","土銀富邦R2","","","","","","","0.0000",""
"1150402","01007T","兆豐國泰R2","97001","1288162","13.28","13.28","13.27","13.27","0.0000","24"
"1150402","01009T","王道圓滿R1","205422","1177334","5.74","5.76","5.73","5.76","-0.0100","19"
"1150402","01010T","京城樂富R1","5000","50000","10.00","10.00","10.00","10.00","0.0000","1"
"1150402","020000","富邦特選蘋果N","","","","","","","0.0000",""
"1150402","020011","統一微波高息20N","","","","","","","0.0000",""
"1150402","020012","富邦行動通訊N","","","","","","","0.0000",""
"1150402","02001L","富邦蘋果正二N","75000","4677750","65.80","65.80","61.75","62.30","-1.8500","27"
"1150402","02001R","富邦蘋果反一N","160000","114700","0.71","0.73","0.71","0.73","0.0100","4"
"1150402","020020","元大台股領航N","1000","17040","17.04","17.04","17.04","17.04","-0.2900","1"
"1150402","020028","元大特選電動車N","3000","45120","15.00","15.10","15.00","15.10","0.2700","3"
"1150402","020029","元大ESG高股息N","21000","204960","9.80","9.80","9.71","9.71","-0.2300","4"
"1150402","020030","統一智慧電動車N","83000","946430","11.41","11.41","11.36","11.36","-0.0500","3"
"1150402","020031","統一IC設計臺灣N","42000","279030","6.79","6.79","6.64","6.64","-0.0400","2"
"1150402","020032","元大綠能N","","","","","","","0.0000",""
"1150402","020034","元大IC設計N","50000","438290","8.81","8.81","8.75","8.76","-0.0600","4"
"1150402","020036","元大金融配息N","","","","","","","0.0000",""
"1150402","020037","元大金融高股息N","","","","","","","0.0000",""
"1150402","020038","元大ESG配息N","","","","","","","0.0000",""
"1150402","020039","元大加權N","1000","10400","10.40","10.40","10.40","10.40","-0.1000","1"
"1150402","1101","台泥","26328156","624359014","23.75","23.90","23.50","23.70","0.0000","7105"
"1150402","1101B","台泥乙特","113106","5160283","45.55","45.65","45.55","45.65","-0.0500","13"
"1150402","1102","亞泥","7106566","251034371","35.35","35.45","35.20","35.25","-0.0500","3822"
"1150402","1103","嘉泥","146829","2022496","13.90","13.90","13.65","13.70","-0.1500","174"
"1150402","1104","環泥","276164","8137162","29.60","29.70","29.35","29.35","-0.2500","314"
"1150402","1108","幸福","230267","3414307","14.90","14.95","14.80","14.80","0.0000","89"
"1150402","1109","信大","56262","859686","15.40","15.40","15.25","15.25","0.0000","92"
"1150402","1110","東泥","422179","6191171","15.00","15.10","14.40","14.40","-0.5500","234"
"1150402","1201","味全","275374","3718337","13.60","13.60","13.40","13.40","-0.1000","265"
"1150402","1203","味王","17334","683877","39.40","39.85","39.40","39.40","0.0000","136"
"1150402","1210","大成","2293512","125830191","54.60","55.20","54.30","54.70","0.1000","1898"
"1150402","1213","大飲","23726","219826","9.31","9.36","9.19","9.21","-0.3800","27"
"1150402","1215","卜蜂","907431","127251766","138.50","142.00","138.50","139.00","0.5000","1265"
"1150402","1216","統一","7271574","527439118","72.20","73.00","72.20","72.40","0.5000","4302"
"1150402","1217","愛之味","235063","2422358","10.30","10.35","10.25","10.30","0.0500","379"
"1150402","1218","泰山","616400","11992036","19.50","19.60","19.40","19.45","-0.0500","456"
"1150402","1219","福壽","422754","5892040","14.05","14.25","13.75","13.90","-0.0500","284"
"1150402","1220","台榮","75199","939836","12.60","12.60","12.45","12.50","-0.1000","323"
"1150402","1225","福懋油","101574","3218500","31.60","31.95","31.25","31.90","0.2500","191"
"1150402","1227","佳格","642756","19795367","31.25","31.25","30.65","30.75","-0.3000","481"
"1150402","1229","聯華","1300722","58452658","44.90","45.10","44.75","44.95","0.1000","1170"
"1150402","1231","聯華食","166513","15444132","92.90","93.00","92.20","92.80","-0.3000","371"
"1150402","1232","大統益","63574","9499062","149.00","150.00","149.00","149.00","-0.5000","91"
"1150402","1233","天仁","10122","288030","28.55","28.55","28.40","28.40","-0.1000","37"
"1150402","1234","黑松","109199","3918275","36.05","36.10","35.75","35.80","-0.2500","150"
"1150402","1235","興泰","12765","481373","37.50","38.85","37.50","37.50","-0.1500","56"
"1150402","1236","宏亞","33795","873766","25.95","26.25","25.65","25.95","-0.1500","51"
"1150402","1256","鮮活果汁-KY","39558","5813071","148.00","150.00","146.00","146.50","-0.5000","154"
"1150402","1301","台塑","17355217","799950996","46.60","46.85","45.75","45.90","-0.7500","9838"
"1150402","1303","南亞","69705526","5508651761","80.50","81.20","77.00","77.10","-1.6000","41816"
"1150402","1304","台聚","81517007","1448497290","16.60","18.70","16.10","17.90","0.6500","28189"
"1150402","1305","華夏","44796178","775222023","16.30","18.10","15.85","17.95","1.0500","16887"
"1150402","1307","三芳","1355418","43162308","32.55","32.55","31.50","31.50","-1.0000","1036"
"1150402","1308","亞聚","39804655","735439688","17.40","19.50","16.85","18.60","0.7000","15487"
"1150402","1309","台達化","53264129","1316558922","23.10","25.95","22.15","25.95","2.3500","22884"
"1150402","1310","台苯","11845017","130647828","10.80","11.30","10.55","11.00","0.1000","3800"
"1150402","1312","國喬","14559287","192487926","13.20","13.55","12.90","13.20","-0.1000","4292"
"1150402","1312A","國喬特","","","","","","","0.0000",""
"1150402","1313","聯成","7933968","99393670","12.55","12.75","12.30","12.65","0.1000","2971"
"1150402","1314","中石化","21539389","176362727","8.26","8.27","8.14","8.15","-0.0900","6432"
"1150402","1315","達新","14779","930640","63.20","63.30","62.80","63.00","-0.2000","81"
"1150402","1316","上曜","968239","11732683","12.35","12.35","12.05","12.05","-0.1500","448"
"1150402","1319","東陽","1708573","138171084","82.10","82.80","80.10","80.10","-1.9000","2177"
"1150402","1321","大洋","67040","2251483","33.70","33.80","33.45","33.65","0.0500","52"
"1150402","1323","永裕","962697","21940598","21.10","23.30","21.00","23.30","2.1000","865"
